ID,slng,slat,elng,elat,duration,distance,elevation_difference,temperature,windSpeed,day_week,hour_day,restaurant,public facility,medical,accommodation,tourist attraction,transportation,education,TripType
12999,8.545442,47.365706,8.54574,47.373819,414,902,-16,15,20,0,19,3,2,0,0,0,0,0,4
13000,8.542748,47.378467,8.540213,47.382985,175,537,-4,1,17,0,20,3,1,0,0,0,0,0,4
13001,8.518407,47.387514,8.511466,47.392153,240,734,-3,2,26,0,12,1,1,0,0,0,1,0,4
13002,8.540376,47.393553,8.537755,47.394749,176,238,8,11,15,0,20,0,0,0,0,0,1,0,4
13003,8.522994,47.371209,8.532046,47.379155,360,1116,10,2,6,1,10,0,0,0,0,0,1,0,4
13004,8.489123,47.379846,8.477283,47.38386,360,997,-22,1,11,0,20,1,0,0,0,0,0,0,4
13005,8.540955,47.368058,8.528298,47.363796,539,1065,-4,8,6,1,15,1,0,0,0,0,0,0,4
13006,8.539886,47.376753,8.539314,47.37159,240,576,-5,2,19,0,8,2,0,0,1,0,0,0,4
13007,8.521804,47.379881,8.510562,47.381305,299,861,-3,3,6,1,1,0,3,0,0,0,0,0,4
13008,8.519331,47.371284,8.535752,47.378033,471,1446,16,9,7,1,16,1,6,0,0,0,0,0,4
13009,8.55024,47.378188,8.546149,47.371509,413,804,40,12,35,0,15,1,2,0,0,0,0,0,4
13010,8.53685,47.379805,8.534358,47.387937,538,923,-9,9,7,1,18,0,0,0,0,0,2,0,4
13011,8.477389,47.387953,8.488004,47.391453,355,889,16,4,4,0,10,1,1,0,0,0,3,0,4
13012,8.554915,47.357951,8.567329,47.359553,479,952,-27,5,2,1,19,1,0,1,0,0,1,0,4
13013,8.526673,47.369432,8.535895,47.375651,480,980,-1,9,7,0,12,1,2,0,1,0,0,0,4
13014,8.520239,47.38832,8.528889,47.379958,300,1135,-5,17,26,0,17,1,0,0,0,0,0,0,4
13015,8.541818,47.367095,8.534482,47.376775,540,1210,-2,9,6,0,13,1,4,0,0,0,1,0,4
13016,8.529156,47.364108,8.536338,47.368116,300,701,7,4,6,1,14,3,1,0,0,0,0,0,4
13017,8.4894,47.380346,8.493264,47.378158,180,379,-3,1,19,0,5,1,1,0,0,0,1,0,4
13018,8.545847,47.4121,8.546332,47.410155,241,219,-7,6,4,0,23,3,1,0,0,0,3,0,4
13019,8.551358,47.377226,8.550272,47.377871,180,109,10,4,11,1,11,0,2,1,0,0,0,0,4
13020,8.527691,47.37642,8.537538,47.370191,299,1015,-1,4,7,1,13,0,1,0,0,0,0,0,4
13021,8.554644,47.408221,8.555741,47.41029,240,244,4,5,19,1,6,0,1,0,0,0,0,0,4
13022,8.485651,47.392865,8.511197,47.39153,600,1929,-8,10,9,0,8,1,1,0,0,0,0,0,4
13023,8.506548,47.37864,8.509962,47.37801,118,266,-1,9,11,0,12,1,7,0,0,0,3,0,4
13024,8.54447,47.377635,8.539815,47.38263,293,657,24,9,6,0,13,3,2,0,0,0,0,0,4
13025,8.508834,47.391547,8.512801,47.363278,3233,3158,-29,5,19,1,6,0,0,0,0,0,1,0,4
13026,8.51851,47.390169,8.520203,47.388247,182,249,-1,7,22,0,11,4,2,0,0,0,0,0,4
13027,8.518142,47.360338,8.517275,47.361215,119,117,-4,7,11,1,15,0,4,1,0,0,0,0,4
13028,8.545436,47.381999,8.532593,47.384945,544,1021,52,7,35,0,17,0,4,0,1,0,3,0,4
13029,8.486636,47.387875,8.486643,47.383715,174,463,-2,10,13,0,13,0,1,0,0,0,0,0,4
13030,8.524824,47.374929,8.527423,47.388086,540,1476,13,6,11,1,20,0,0,0,0,0,1,0,4
13031,8.544233,47.379488,8.542095,47.38145,179,271,6,8,9,0,7,3,1,0,2,0,2,0,4
13032,8.577238,47.339472,8.5766,47.336642,179,318,3,11,6,1,12,0,0,0,0,0,1,0,4
13033,8.540222,47.378947,8.539955,47.371442,535,835,-8,4,19,0,8,4,0,0,1,0,0,0,4
13034,8.548588,47.381463,8.551792,47.378911,118,372,-8,5,11,1,5,1,0,0,0,0,0,0,4
13035,8.532314,47.381732,8.538582,47.390356,299,1069,-46,10,28,0,23,0,0,0,0,0,1,0,4
13036,8.591004,47.404108,8.566837,47.410107,775,1937,2,3,2,0,1,0,0,0,0,0,1,0,4
13037,8.525976,47.375082,8.519982,47.372612,540,528,-9,4,9,0,3,0,1,0,0,0,0,0,4
13038,8.549272,47.378898,8.549983,47.380298,720,165,-15,7,11,0,17,0,1,0,0,0,0,0,4
13039,8.538788,47.369862,8.550349,47.362663,420,1183,2,3,6,1,1,7,2,1,0,0,3,0,4
13040,8.541917,47.383242,8.539937,47.381892,179,212,9,13,24,0,1,0,1,0,0,0,0,0,4
13041,8.544998,47.382615,8.547356,47.388564,300,685,-34,8,33,0,11,0,0,0,0,0,1,0,4
13042,8.536034,47.377816,8.532359,47.373301,300,573,-8,14,11,0,17,3,1,0,0,0,2,0,4
13043,8.517096,47.363699,8.512672,47.367268,479,518,-4,11,4,0,14,0,2,0,0,0,0,0,4
13044,8.488508,47.392524,8.489808,47.395934,240,392,0,12,35,0,15,0,0,0,0,0,1,0,4
13045,8.510772,47.379269,8.51856,47.380306,472,598,0,9,19,0,10,0,0,0,0,0,1,0,4
13046,8.499623,47.383228,8.504359,47.385694,234,450,6,11,7,0,14,0,0,0,0,0,1,0,4
13047,8.531076,47.363994,8.544318,47.366731,1319,1043,-2,10,6,0,15,2,1,0,0,0,4,0,4
13048,8.543351,47.372884,8.541208,47.377273,479,514,8,5,22,0,4,8,7,1,0,0,6,0,4
13049,8.525881,47.376191,8.517154,47.384946,359,1175,6,4,22,1,23,1,0,0,0,0,4,0,4
13050,8.542376,47.377111,8.521764,47.361366,720,2340,-16,5,19,0,20,1,0,0,0,0,1,0,4
13051,8.523441,47.364478,8.522653,47.358,480,723,8,1,2,0,10,4,4,0,0,0,2,0,4
13052,8.54785,47.366494,8.535495,47.363494,360,989,-3,5,30,0,6,0,6,0,0,0,1,0,4
13053,8.520308,47.374074,8.529299,47.383409,417,1239,-1,3,7,0,23,12,3,1,0,0,1,0,4
13054,8.487243,47.375633,8.524608,47.366413,839,2995,4,11,6,1,12,0,1,0,0,0,0,0,4
13055,8.556931,47.370583,8.558008,47.371193,119,106,-3,3,13,1,9,0,1,0,0,0,0,0,4
13056,8.488479,47.391614,8.480908,47.390838,231,576,3,4,43,1,21,0,0,0,0,0,1,0,4
13057,8.554318,47.355483,8.550141,47.357791,126,406,5,12,24,0,15,0,0,0,0,0,1,0,4
13058,8.533576,47.397505,8.533104,47.389489,299,892,46,11,9,0,6,0,0,0,0,0,1,0,4
13059,8.545158,47.374906,8.543716,47.376842,180,241,14,10,15,0,11,8,3,0,0,0,7,0,4
13060,8.552345,47.358827,8.546617,47.366134,419,920,8,15,20,0,19,4,6,1,0,0,1,0,4
13061,8.486681,47.388843,8.4806,47.386452,300,529,-6,12,35,0,15,0,1,0,0,0,0,0,4
13062,8.555273,47.360493,8.551482,47.36393,113,477,0,-2,6,1,3,1,1,0,0,0,1,0,4
13063,8.51504,47.376367,8.525204,47.375281,300,775,9,5,6,1,20,5,3,1,0,0,3,0,4
13064,8.526269,47.359806,8.530487,47.371426,479,1331,6,4,15,0,7,0,2,0,0,0,1,0,4
13065,8.554635,47.413018,8.546838,47.412682,235,588,-12,1,13,0,16,1,0,0,0,1,4,0,4
13066,8.53169,47.384793,8.512737,47.394893,479,1816,-1,3,0,1,23,1,0,0,0,0,0,0,4
13067,8.492272,47.372126,8.49407,47.383955,4920,1322,19,13,30,0,18,0,3,0,0,0,2,0,4
13068,8.534781,47.373304,8.529413,47.379891,360,837,10,16,20,0,18,0,0,0,0,0,1,0,4
13069,8.523234,47.390307,8.51085,47.39058,360,933,2,1,17,0,20,0,0,0,0,0,0,0,4
13070,8.537107,47.380624,8.513934,47.370492,600,2077,-11,8,7,0,2,0,1,0,0,0,3,0,4
13071,8.540343,47.383302,8.538343,47.382423,236,180,13,8,22,0,19,0,1,0,0,0,0,0,4
13072,8.518503,47.37277,8.512033,47.355413,1020,1991,-51,13,13,0,18,0,0,0,0,0,1,0,4
13073,8.540941,47.366256,8.539527,47.365495,236,136,3,5,6,0,11,2,2,0,0,0,0,0,4
13074,8.535982,47.377951,8.534512,47.37306,240,555,-10,8,13,0,14,3,2,0,0,0,2,0,4
13075,8.517369,47.375031,8.503933,47.370705,540,1120,-6,12,13,1,14,1,0,0,0,0,0,0,4
13076,8.531793,47.373029,8.514061,47.360327,539,1944,-27,12,24,0,15,0,0,0,0,0,1,0,4
13077,8.481208,47.391185,8.48077,47.390323,118,101,-3,11,39,0,10,0,0,0,0,0,0,1,4
13078,8.541172,47.377373,8.527167,47.391922,720,1931,-17,14,30,0,20,0,3,0,0,0,0,0,4
13079,8.534071,47.366931,8.546566,47.367002,352,941,4,2,19,0,17,12,4,1,0,0,2,0,4
13080,8.543943,47.379768,8.531493,47.379063,363,941,26,14,11,1,16,0,0,0,0,0,1,1,4
13081,8.527762,47.38019,8.542864,47.373247,599,1375,-2,13,11,0,15,17,3,1,4,0,2,0,4
13082,8.560019,47.419525,8.549771,47.409934,479,1316,-8,1,11,0,6,1,0,0,0,0,0,0,4
13083,8.5328,47.381548,8.536106,47.379359,180,348,3,7,13,1,14,0,1,0,0,0,0,0,4
13084,8.518957,47.388384,8.520446,47.386653,359,223,-6,12,13,0,10,1,1,0,0,0,0,0,4
13085,8.544772,47.368682,8.543512,47.372879,240,476,-6,5,11,0,21,19,2,1,3,0,2,0,4
13086,8.525622,47.364949,8.531634,47.368704,300,616,-2,7,11,1,15,0,0,0,0,0,1,0,4
13087,8.516659,47.385046,8.511551,47.379852,300,694,-5,1,11,0,20,0,0,0,0,0,1,0,4
13088,8.53941,47.36964,8.541775,47.367485,238,299,8,5,20,0,14,1,2,0,0,0,0,0,4
13089,8.524858,47.375191,8.521772,47.375505,179,235,-2,3,28,1,23,1,2,0,0,0,0,0,4
13090,8.487563,47.39265,8.484544,47.393352,179,240,4,5,2,0,18,0,0,0,0,0,1,0,4
13091,8.539922,47.371721,8.546923,47.364397,416,970,-1,9,19,0,10,8,2,0,4,1,0,0,4
13092,8.556843,47.366351,8.549152,47.36622,302,579,18,0,26,0,16,5,4,0,0,0,4,0,4
13093,8.541676,47.378932,8.541776,47.379953,180,114,-9,7,4,1,19,0,1,0,0,0,4,0,4
13094,8.542149,47.412116,8.536684,47.414394,239,483,-4,3,6,0,8,0,1,0,0,0,1,0,4
13095,8.55365,47.413891,8.546837,47.412593,293,533,-11,8,11,1,15,1,0,0,0,1,3,0,4
13096,8.523843,47.413505,8.556515,47.417012,902,2489,21,9,7,0,12,0,0,0,0,0,1,0,4
13097,8.536221,47.371448,8.536913,47.373006,180,181,-3,1,17,0,17,5,1,0,0,0,0,0,4
13098,8.535922,47.356797,8.561868,47.37108,1624,2518,-69,8,7,0,2,0,1,0,0,1,0,0,4
13099,8.536049,47.379957,8.538482,47.369939,659,1129,-5,11,6,1,12,2,4,0,0,0,3,0,4
13100,8.480557,47.389692,8.474848,47.388313,128,456,-17,2,2,1,21,0,1,0,0,0,0,0,4
13101,8.533806,47.367023,8.530611,47.378941,659,1347,7,0,9,1,8,0,0,0,0,0,1,1,4
13102,8.492862,47.382313,8.497957,47.386259,300,583,5,7,22,0,11,1,1,0,0,0,1,0,4
13103,8.544333,47.366811,8.540735,47.369996,2160,446,-6,12,35,0,15,11,1,0,1,1,0,0,4
13104,8.501497,47.3822,8.538572,47.377453,962,2841,-2,13,13,1,13,4,5,1,1,0,3,0,4
13105,8.549378,47.412216,8.553833,47.40945,476,455,2,3,2,1,22,0,1,0,0,0,1,0,4
13106,8.537441,47.400636,8.533396,47.389534,599,1271,36,12,13,0,10,0,1,0,0,0,0,0,4
13107,8.543833,47.407173,8.544538,47.40811,118,117,5,7,4,0,13,0,1,0,0,0,0,0,4
13108,8.549731,47.379061,8.541929,47.383891,420,796,44,10,9,0,8,0,1,0,0,0,0,0,4
13109,8.480497,47.389616,8.488922,47.389936,299,635,1,4,4,0,17,0,0,0,0,0,1,0,4
13110,8.540725,47.384238,8.538548,47.379703,179,530,23,0,15,1,7,0,0,0,0,0,1,0,4
13111,8.525727,47.364147,8.543998,47.367173,479,1417,11,4,2,1,20,4,0,0,0,0,3,0,4
13112,8.516761,47.373704,8.501542,47.377374,360,1216,1,3,7,1,11,1,0,0,0,0,0,0,4
13113,8.516499,47.386165,8.507624,47.391985,359,930,6,7,4,1,19,1,0,0,0,0,0,0,4
13114,8.537118,47.384993,8.542293,47.379225,183,750,11,5,30,0,5,0,1,0,0,0,2,0,4
13115,8.507214,47.412222,8.48439,47.408194,660,1775,38,10,7,0,6,0,0,0,0,0,1,0,4
13116,8.540005,47.409232,8.543393,47.411123,478,330,1,11,15,0,15,0,2,0,0,0,4,0,4
13117,8.552256,47.414206,8.54099,47.414533,476,848,-5,9,7,0,10,5,4,0,1,0,1,0,4
13118,8.516303,47.380172,8.518161,47.385885,239,650,10,10,7,0,7,2,0,0,0,0,3,0,4
13119,8.547515,47.382358,8.522641,47.390449,720,2078,76,5,22,1,11,0,1,0,0,0,3,0,4
13120,8.521956,47.374378,8.514145,47.378129,297,721,-4,-1,2,0,3,0,2,0,0,0,1,0,4
13121,8.556285,47.410603,8.552307,47.414337,535,512,-5,13,6,0,11,0,0,0,0,0,3,0,4
13122,8.540178,47.374281,8.535991,47.373731,363,321,2,5,22,1,11,4,2,0,0,0,0,0,4
13123,8.513208,47.36341,8.538034,47.367686,894,1929,15,7,13,1,14,2,0,0,1,0,0,0,4
13124,8.546212,47.365866,8.556409,47.353769,479,1549,-3,9,7,0,18,3,0,0,0,0,0,0,4
13125,8.52793,47.380315,8.53401,47.386595,1137,835,3,0,2,0,2,1,1,0,0,0,1,0,4
13126,8.480969,47.390007,8.52503,47.393261,1378,3336,-19,9,6,0,2,0,2,0,0,0,1,0,4
13127,8.531957,47.370599,8.535275,47.368941,113,311,-3,5,24,1,10,0,1,0,0,0,0,1,4
13128,8.51334,47.372407,8.515014,47.374524,61,267,-7,6,32,0,12,2,0,1,0,0,1,0,4
13129,8.548316,47.383395,8.544113,47.378802,419,601,61,9,43,0,13,1,3,0,0,0,1,0,4
13130,8.558794,47.412288,8.561095,47.411352,235,202,1,5,2,0,18,1,0,0,0,0,0,0,4
13131,8.511676,47.392012,8.517719,47.386358,303,776,1,14,17,0,21,1,1,0,0,0,2,0,4
13132,8.517101,47.391804,8.518064,47.386322,410,614,0,12,35,0,15,1,1,0,0,0,3,0,4
13133,8.489709,47.39295,8.492841,47.377918,960,1688,-3,2,2,0,2,1,0,0,0,0,0,0,4
13134,8.496212,47.374497,8.485159,47.375422,422,839,-15,2,15,0,17,0,0,0,0,0,2,0,4
13135,8.550062,47.410907,8.551935,47.415973,534,581,5,6,2,0,22,0,0,0,0,0,1,0,4
13136,8.54825,47.359388,8.549184,47.358032,840,166,-4,11,11,1,16,1,1,0,0,0,1,0,4
13137,8.57429,47.430244,8.568255,47.426078,599,649,8,12,7,0,13,0,0,0,0,0,0,1,4
13138,8.514202,47.37382,8.506332,47.379287,296,849,12,8,19,1,21,1,1,0,0,0,0,0,4
13139,8.554297,47.364541,8.556418,47.365506,179,192,-6,10,35,0,12,0,1,0,0,0,1,0,4
13140,8.501441,47.385155,8.50291,47.387152,3780,248,3,8,2,0,10,1,0,0,0,0,0,0,4
13141,8.538704,47.377783,8.53711,47.371637,240,694,-8,1,13,1,4,4,0,0,0,0,0,0,4
13142,8.508947,47.371319,8.51352,47.37009,599,370,-7,1,2,0,10,0,1,0,0,0,3,0,4
13143,8.566597,47.351066,8.549237,47.365808,961,2097,43,6,4,1,17,6,3,0,0,0,2,0,4
13144,8.486991,47.391408,8.474377,47.393956,420,991,7,8,11,0,15,0,1,0,0,0,1,0,4
13145,8.56205,47.362885,8.549872,47.365986,365,980,32,2,6,0,7,3,3,0,0,0,2,0,4
13146,8.56214,47.421103,8.552125,47.410686,480,1382,-15,6,17,0,16,0,0,0,0,0,0,0,4
13147,8.536868,47.373881,8.534512,47.373205,239,193,4,11,32,0,9,2,2,0,0,0,0,0,4
13148,8.544687,47.410542,8.554647,47.41324,359,807,25,3,6,0,11,1,0,0,0,0,0,0,4
13149,8.545711,47.412989,8.546135,47.429595,480,1847,-10,8,6,1,15,0,0,0,0,0,1,0,4
13150,8.560726,47.350394,8.54896,47.361589,600,1528,-6,4,20,0,14,2,4,0,1,0,0,0,4
13151,8.531692,47.378325,8.5261,47.384081,240,766,-4,0,7,1,15,0,0,0,0,0,1,0,4
13152,8.549241,47.422008,8.546873,47.426409,294,521,-13,9,7,1,16,0,1,0,0,0,1,0,4
13153,8.489803,47.391153,8.482493,47.382855,480,1074,-11,5,2,0,18,0,0,0,0,0,1,0,4
13154,8.585527,47.407081,8.573005,47.404347,480,990,-9,2,32,0,16,0,3,0,0,0,1,0,4
13155,8.54882,47.377032,8.545545,47.395783,776,2100,-27,7,11,1,15,0,0,0,0,0,1,0,4
13156,8.55001,47.363255,8.547805,47.366287,111,376,0,11,4,0,8,13,10,0,0,0,3,0,4
13157,8.577321,47.353098,8.56072,47.361967,1438,1593,46,8,0,1,10,2,1,0,0,0,2,0,4
13158,8.48771,47.392331,8.473947,47.396029,360,1115,12,1,17,0,17,0,1,0,0,0,0,0,4
13159,8.532672,47.412042,8.541023,47.41165,299,630,-5,5,6,1,20,2,0,0,0,0,0,0,4
13160,8.531865,47.364166,8.555842,47.37747,844,2334,-82,9,6,0,13,0,1,0,0,0,0,0,4
13161,8.54101,47.368862,8.539625,47.375693,534,767,3,8,7,1,17,8,1,0,1,0,1,0,4
13162,8.556823,47.358934,8.547638,47.362216,599,782,6,11,7,0,14,1,3,0,2,0,0,0,4
13163,8.563731,47.404067,8.55521,47.383915,719,2331,-112,1,20,1,19,1,0,0,0,0,0,0,4
13164,8.532179,47.387882,8.522748,47.390525,359,768,1,5,9,0,23,0,1,0,0,0,3,0,4
13165,8.518183,47.391998,8.518948,47.391207,181,105,7,1,11,1,5,1,0,0,0,0,0,0,4
13166,8.523897,47.368666,8.521059,47.374308,239,663,7,9,7,1,16,2,1,0,0,0,2,0,4
13167,8.47524,47.393021,8.485253,47.393672,299,757,7,4,9,0,21,0,0,0,0,0,1,0,4
13168,8.56254,47.423087,8.559543,47.423323,837,227,-4,3,9,1,6,1,0,0,0,0,0,0,4
13169,8.543873,47.400528,8.538715,47.391762,536,1049,6,4,4,1,5,0,3,0,0,0,3,0,4
13170,8.52986,47.393421,8.530813,47.396392,240,338,-27,10,26,0,20,0,0,0,0,0,1,0,4
13171,8.532845,47.384605,8.517881,47.386291,419,1142,5,4,7,1,10,2,1,0,0,0,2,0,4
13172,8.526806,47.377326,8.527237,47.379004,236,189,-1,5,2,0,18,0,1,0,0,0,2,0,4
13173,8.543149,47.380148,8.54321,47.370808,360,1039,13,2,6,1,11,4,1,0,0,1,0,0,4
13174,8.521375,47.365248,8.546178,47.366438,1198,1873,2,9,32,1,19,7,4,1,0,0,3,0,4
13175,8.535508,47.376946,8.52075,47.365972,539,1650,-16,6,13,1,16,1,0,0,0,0,0,0,4
13176,8.513299,47.387109,8.516406,47.385765,175,278,-1,4,4,0,20,1,0,0,0,0,3,0,4
13177,8.536888,47.38511,8.542123,47.379398,183,748,7,5,30,0,5,0,2,0,0,0,3,0,4
13178,8.530449,47.38223,8.536046,47.382118,179,422,6,6,20,0,15,1,2,0,0,0,1,0,4
13179,8.548108,47.412811,8.550333,47.413038,177,169,4,7,11,1,15,0,1,0,0,0,0,0,4
13180,8.539093,47.370938,8.5384,47.371742,240,104,3,4,4,0,17,1,0,0,0,0,0,0,4
13181,8.487991,47.391229,8.472228,47.393766,480,1220,-1,3,13,1,9,0,0,0,0,0,0,0,4
13182,8.532462,47.378585,8.5278,47.372388,539,773,-9,11,11,1,16,5,1,1,0,0,0,0,4
13183,8.535246,47.380219,8.529878,47.382632,236,485,6,2,7,0,18,7,2,1,0,0,1,0,4
13184,8.553065,47.374994,8.53978,47.377488,419,1038,43,7,13,1,14,8,13,2,1,0,6,0,4
13185,8.516295,47.376227,8.507991,47.38191,359,889,8,5,28,1,20,0,0,0,0,0,1,0,4
13186,8.522265,47.358061,8.524626,47.352546,660,639,-5,11,6,1,12,0,0,0,0,0,1,0,4
13187,8.538837,47.380338,8.54171,47.380967,178,227,-11,7,30,0,15,4,0,0,2,0,1,0,4
13188,8.525109,47.366202,8.516108,47.371607,296,906,-6,8,6,1,15,1,1,0,0,0,1,0,4
13189,8.537019,47.373618,8.539408,47.37622,480,341,4,8,19,1,21,9,1,0,2,0,1,0,4
13190,8.486367,47.387843,8.494329,47.389081,960,615,8,5,7,1,15,0,0,0,0,0,1,0,4
13191,8.54868,47.366331,8.547039,47.366017,120,128,5,5,30,0,5,7,7,0,0,0,1,0,4
13192,8.543202,47.376643,8.543428,47.375282,6053,152,-2,2,37,1,17,21,0,0,1,0,0,0,4
13193,8.484461,47.396898,8.487702,47.392385,300,558,-5,7,35,0,17,0,1,0,0,0,2,0,4
13194,8.552324,47.361891,8.543078,47.370148,2340,1152,7,17,26,0,17,1,4,0,0,2,1,0,4
13195,8.567577,47.344925,8.540527,47.366782,899,3172,19,10,13,0,13,1,6,0,1,1,3,0,4
13196,8.557107,47.404722,8.548898,47.400453,179,779,-31,5,30,0,5,0,0,0,0,0,1,0,4
13197,8.541037,47.366362,8.547848,47.366338,298,513,-6,7,7,1,16,13,10,0,0,0,3,0,4
13198,8.538255,47.375805,8.532496,47.378583,299,532,13,17,17,0,13,0,0,0,0,0,1,1,4
13199,8.519579,47.388093,8.513065,47.39376,300,798,-2,4,7,1,10,1,0,0,0,0,1,0,4
13200,8.540383,47.378002,8.540337,47.384282,181,698,-21,15,32,0,21,0,0,0,0,0,1,0,4
13201,8.534282,47.376396,8.528157,47.374968,300,488,-11,6,2,1,18,2,1,0,0,0,0,0,4
13202,8.472271,47.39387,8.485332,47.393941,360,983,1,4,22,0,8,0,0,0,0,0,0,0,4
13203,8.536055,47.378641,8.53102,47.379518,179,391,2,3,4,1,7,0,0,0,0,0,1,0,4
13204,8.530948,47.369462,8.536079,47.377735,359,998,14,4,9,1,6,1,8,0,0,0,0,0,4
13205,8.52352,47.354129,8.522241,47.357859,239,426,-1,5,15,1,18,4,2,0,0,0,2,0,4
13206,8.488817,47.391274,8.486693,47.388005,177,397,-2,7,13,0,10,0,1,0,0,0,2,0,4
13207,8.551417,47.382312,8.541553,47.377283,646,930,98,1,13,1,8,5,4,0,0,0,5,0,4
13208,8.527473,47.371391,8.535998,47.377707,480,951,12,10,7,0,7,1,8,0,0,0,0,0,4
13209,8.48886,47.390707,8.478837,47.394619,360,871,15,2,37,1,17,0,0,0,0,0,1,0,4
13210,8.488302,47.392803,8.488957,47.387637,300,577,2,8,33,0,16,0,0,0,0,0,1,0,4
13211,8.535695,47.391618,8.53111,47.386077,237,706,41,6,4,0,9,0,1,0,0,0,0,0,4
13212,8.540561,47.376992,8.544743,47.375317,239,366,-7,12,43,0,6,20,1,0,0,0,0,0,4
13213,8.495863,47.382356,8.518071,47.387797,540,1778,10,0,2,1,8,3,0,0,0,0,1,0,4
13214,8.478028,47.394905,8.486751,47.392711,239,700,-9,1,15,1,7,0,1,0,0,0,1,0,4
13215,8.539229,47.38778,8.554225,47.384963,2157,1172,-115,2,2,0,11,0,0,0,1,0,0,0,4
13216,8.502067,47.374089,8.509848,47.370339,239,719,-4,2,37,1,17,2,0,0,0,0,1,0,4
13217,8.546454,47.378865,8.552427,47.381742,835,552,-57,1,17,0,17,0,0,0,0,0,1,0,4
13218,8.540918,47.380903,8.53738,47.381078,179,267,12,2,17,0,6,1,2,0,0,0,1,0,4
13219,8.508557,47.391364,8.524436,47.375654,780,2117,-14,8,9,0,19,5,3,2,0,0,1,0,4
13220,8.556443,47.371558,8.553856,47.369761,179,279,10,12,35,0,15,4,0,0,1,0,1,0,4
13221,8.533948,47.365786,8.529165,47.372778,536,857,1,6,11,1,13,7,4,2,0,0,3,0,4
13222,8.539093,47.374712,8.541218,47.374405,299,164,0,3,2,0,1,0,2,0,0,0,0,0,4
13223,8.518331,47.385845,8.509744,47.390541,480,831,3,8,33,0,16,0,0,0,0,0,1,0,4
13224,8.533562,47.367626,8.536451,47.368121,180,224,4,5,11,1,16,4,1,0,0,0,0,0,4
13225,8.538141,47.377696,8.543038,47.383784,420,771,-34,8,6,1,17,0,1,0,0,0,0,0,4
13226,8.535441,47.36594,8.531577,47.364677,299,323,2,7,7,1,16,6,8,1,1,0,3,0,4
13227,8.520601,47.356229,8.524464,47.352632,540,495,-3,10,9,0,14,0,0,0,0,0,1,0,4
13228,8.546961,47.41516,8.551057,47.417325,240,391,3,3,26,0,11,0,0,0,0,0,0,0,4
13229,8.520483,47.36985,8.521084,47.364776,240,566,-2,0,2,0,1,2,1,0,0,0,0,0,4
13230,8.526037,47.356017,8.522053,47.359378,359,479,11,1,2,0,10,0,0,0,0,0,1,0,4
13231,8.53176,47.364418,8.544173,47.367203,836,985,1,6,15,0,10,5,1,1,0,0,4,0,4
13232,8.517844,47.375425,8.537384,47.377609,540,1491,22,2,15,0,17,1,1,0,0,0,0,0,4
13233,8.49308,47.383438,8.489931,47.3806,240,395,7,10,22,0,12,0,1,0,0,0,0,0,4
13234,8.518392,47.386087,8.517878,47.385227,119,103,1,6,6,1,17,2,0,0,0,0,4,0,4
13235,8.506591,47.360734,8.520013,47.369612,536,1413,52,7,4,0,13,1,1,0,0,0,2,0,4
13236,8.528231,47.376501,8.529822,47.374924,179,212,-2,2,4,1,20,1,0,0,0,0,0,0,4
13237,8.555428,47.364418,8.549489,47.364674,239,448,16,4,6,1,14,2,0,0,0,0,1,0,4
13238,8.530598,47.371187,8.535338,47.376972,240,736,6,10,11,1,17,1,6,0,0,0,0,0,4
13239,8.515634,47.385938,8.508837,47.391202,359,777,4,5,13,0,5,1,0,0,0,0,0,0,4
13240,8.522196,47.373822,8.526929,47.385489,479,1345,4,9,32,1,19,0,0,0,0,0,0,1,4
13241,8.513634,47.392009,8.515777,47.385741,360,715,0,5,7,1,14,1,0,0,0,0,1,0,4
13242,8.525425,47.352546,8.52266,47.35865,290,710,1,9,11,0,6,2,2,0,0,0,2,0,4
13243,8.528049,47.345509,8.529671,47.344693,163,152,4,13,13,1,15,1,3,1,0,0,2,0,4
13244,8.528756,47.37047,8.537018,47.375394,420,829,7,3,11,1,8,0,5,0,1,0,1,0,4
13245,8.526264,47.386901,8.531066,47.384194,180,470,5,2,11,0,5,1,4,0,0,0,2,0,4
13246,8.532115,47.415879,8.545913,47.416528,356,1041,1,4,4,1,6,0,0,0,0,0,2,0,4
13247,8.586832,47.405357,8.588423,47.398973,2097,720,-7,7,11,1,15,0,0,0,0,0,0,1,4
13248,8.557427,47.421062,8.565865,47.42361,540,695,4,6,17,0,17,0,2,0,0,0,0,0,4
13249,8.542352,47.411754,8.54638,47.418503,1018,809,2,7,11,1,15,0,3,1,0,0,1,1,4
13250,8.524676,47.371454,8.532316,47.373511,239,619,-2,9,7,0,18,3,0,1,0,0,1,0,4
13251,8.517531,47.385161,8.527782,47.37973,480,980,-1,10,15,0,8,1,1,0,0,0,2,0,4
13252,8.519094,47.387479,8.514085,47.389579,180,444,7,4,22,0,13,1,0,0,0,0,0,0,4
13253,8.537123,47.381426,8.541178,47.378332,655,460,5,11,9,0,10,1,9,0,0,0,3,0,4
13254,8.550121,47.411941,8.545633,47.411941,239,338,-12,17,26,0,17,2,0,0,1,1,3,1,4
13255,8.559249,47.417395,8.556805,47.409387,360,909,0,6,13,1,16,1,0,0,0,0,0,0,4
13256,8.506426,47.383591,8.492302,47.381548,420,1087,-3,7,13,1,14,0,1,0,0,0,2,1,4
